rv160413,linearsvc_C0.0001,265636,1.0,0.555555555556,0.0,0.0,0.0,undefined,0.0,61.0592651367
rv160413,linearsvc_C0.0001,252355,0.95000301164,0.555555555556,0.0,0.0,0.0,undefined,0.0,52.0338420868
rv160413,linearsvc_C0.0001,239738,0.90250568447,0.555555555556,0.0,0.0,0.0,undefined,0.0,52.0403578281
rv160413,linearsvc_C0.0001,227752,0.857383788342,0.555555555556,0.0,0.0,0.0,undefined,0.0,49.4617660046
rv160413,linearsvc_C0.0001,216365,0.814516857655,0.555555555556,0.0,0.0,0.0,undefined,0.0,45.3667411804
rv160413,linearsvc_C0.0001,205547,0.77379195591,0.555555555556,0.0,0.0,0.0,undefined,0.0,37.9248871803
rv160413,linearsvc_C0.0001,195270,0.735103675707,0.555555555556,0.0,0.0,0.0,undefined,0.0,37.5295269489
rv160413,linearsvc_C0.0001,185507,0.698350374196,0.555555555556,0.0,0.0,0.0,undefined,0.0,30.8827559948
rv160413,linearsvc_C0.0001,176232,0.663434173079,0.555555555556,0.0,0.0,0.0,undefined,0.0,31.259100914
rv160413,linearsvc_C0.0001,167421,0.630264723155,0.555555555556,0.0,0.0,0.0,undefined,0.0,25.4360158443
rv160413,linearsvc_C0.0001,159050,0.598751675225,0.555555555556,0.0,0.0,0.0,undefined,0.0,22.8529901505
rv160413,linearsvc_C0.0001,151098,0.568815973738,0.555555555556,0.0,0.0,0.0,undefined,0.0,23.7343130112
rv160413,linearsvc_C0.0001,143544,0.540378563147,0.555555555556,0.0,0.0,0.0,undefined,0.0,20.9289431572
rv160413,linearsvc_C0.0001,136367,0.513360387899,0.555555555556,0.0,0.0,0.0,undefined,0.0,19.1313090324
rv160413,linearsvc_C0.0001,129549,0.487693686097,0.555555555556,0.0,0.0,0.0,undefined,0.0,17.8882031441
rv160413,linearsvc_C0.0001,123072,0.463310695839,0.555555555556,0.0,0.0,0.0,undefined,0.0,13.9327127934
rv160413,linearsvc_C0.0001,116919,0.440147419777,0.555555555556,0.0,0.0,0.0,undefined,0.0,14.5321128368
rv160413,linearsvc_C0.0001,111074,0.418143625111,0.5,0.0,0.0,0.0,undefined,0.0,12.5425229073
rv160413,linearsvc_C0.0001,105521,0.39723907904,0.5,0.0,0.0,0.0,undefined,0.0,12.1308031082
rv160413,linearsvc_C0.0001,100245,0.377377313316,0.5,0.0,0.0,0.0,undefined,0.0,11.1866788864
rv160413,linearsvc_C0.0001,95233,0.358509388788,0.5,0.0,0.0,0.0,undefined,0.0,9.65088295937
rv160413,linearsvc_C0.0001,90472,0.340586366306,0.5,0.0,0.0,0.0,undefined,0.0,8.95878410339
rv160413,linearsvc_C0.0001,85949,0.32355930672,0.5,0.0,0.0,0.0,undefined,0.0,8.67906308174
rv160413,linearsvc_C0.0001,81652,0.307383035432,0.5,0.0,0.0,0.0,undefined,0.0,7.04143691063
rv160413,linearsvc_C0.0001,77570,0.29201614239,0.5,0.0,0.0,0.0,undefined,0.0,6.70438885689
rv160413,linearsvc_C0.0001,73692,0.277417217546,0.444444444444,0.0,0.0,0.0,undefined,0.0,6.19909000397
rv160413,linearsvc_C0.0001,70008,0.263548615399,0.444444444444,0.0,0.0,0.0,undefined,0.0,6.11390280724
rv160413,linearsvc_C0.0001,66508,0.250372690449,0.444444444444,0.0,0.0,0.0,undefined,0.0,5.22381210327
