al170316,linearsvc_C0.0001,265636,1.0,0.777777777778,0.0,0.0,0.0,undefined,0.0,82.9139339924
al170316,linearsvc_C0.0001,252355,0.95000301164,0.777777777778,0.0,0.0,0.0,undefined,0.0,73.3938081264
al170316,linearsvc_C0.0001,239738,0.90250568447,0.777777777778,0.0,0.0,0.0,undefined,0.0,66.5240938663
al170316,linearsvc_C0.0001,227752,0.857383788342,0.833333333333,0.0,0.0,0.0,undefined,0.0,49.3571581841
al170316,linearsvc_C0.0001,216365,0.814516857655,0.833333333333,0.0,0.0,0.0,undefined,0.0,52.0354540348
al170316,linearsvc_C0.0001,205547,0.77379195591,0.833333333333,0.0,0.0,0.0,undefined,0.0,44.9605519772
al170316,linearsvc_C0.0001,195270,0.735103675707,0.833333333333,0.0,0.0,0.0,undefined,0.0,43.843323946
al170316,linearsvc_C0.0001,185507,0.698350374196,0.833333333333,0.0,0.0,0.0,undefined,0.0,34.5017800331
al170316,linearsvc_C0.0001,176232,0.663434173079,0.777777777778,0.0,0.0,0.0,undefined,0.0,39.107776165
al170316,linearsvc_C0.0001,167421,0.630264723155,0.777777777778,0.0,0.0,0.0,undefined,0.0,28.6771960258
al170316,linearsvc_C0.0001,159050,0.598751675225,0.777777777778,0.0,0.0,0.0,undefined,0.0,24.0658409595
al170316,linearsvc_C0.0001,151098,0.568815973738,0.777777777778,0.0,0.0,0.0,undefined,0.0,28.2368631363
al170316,linearsvc_C0.0001,143544,0.540378563147,0.777777777778,0.0,0.0,0.0,undefined,0.0,27.3610389233
al170316,linearsvc_C0.0001,136367,0.513360387899,0.777777777778,0.0,0.0,0.0,undefined,0.0,20.7495510578
al170316,linearsvc_C0.0001,129549,0.487693686097,0.777777777778,0.0,0.0,0.0,undefined,0.0,20.858479023
al170316,linearsvc_C0.0001,123072,0.463310695839,0.777777777778,0.0,0.0,0.0,undefined,0.0,19.938313961
al170316,linearsvc_C0.0001,116919,0.440147419777,0.777777777778,0.0,0.0,0.0,undefined,0.0,16.9914631844
